,snmae,dnmae,z,sname,dname,z
6099,Morongo Valley ,Morongo Unified,0.149943593,Morongo Valley ,Morongo Unified,-0.703052512
6100,Oasis ,Morongo Unified,2.068416265,Oasis ,Morongo Unified,-1.751110853
6101,Palm Vista ,Morongo Unified,1.152638163,Palm Vista ,Morongo Unified,-0.97603229
6102,Twentynine Palms ,Morongo Unified,1.674645342,Twentynine Palms ,Morongo Unified,1.634312989
6104,Yucca Valley ,Morongo Unified,-1.80646454,Yucca Valley ,Morongo Unified,-0.562076146
6105,Yucca Mesa ,Morongo Unified,-1.230412579,Yucca Mesa ,Morongo Unified,-0.887781105
6107,Friendly Hills ,Morongo Unified,0.057378753,Friendly Hills ,Morongo Unified,1.364579599
6108,Condor ,Morongo Unified,-3.142273447,Condor ,Morongo Unified,-4.495882123
6110,Onaga ,Morongo Unified,0.337194373,Onaga ,Morongo Unified,0.98264592
761,Indian Creek ,Mother Lode Union ,-1.176507031,Indian Creek ,Mother Lode Union ,-1.136698805
6651,Mountain Peak Charter,Mountain Empire Unified,-2.461935771,,,
6656,Campo ,Mountain Empire Unified,-0.844993657,Campo ,Mountain Empire Unified,-3.608402573
6657,Descanso ,Mountain Empire Unified,-1.939818287,Descanso ,Mountain Empire Unified,-0.62880955
6658,Clover Flat ,Mountain Empire Unified,-1.442212136,,,
8953,Hayfork Valley ,Mountain Valley Unified,-1.369457021,Hayfork Valley ,Mountain Valley Unified,-0.241434793
3291,Baker ,Mountain View ,-2.030301908,,,
3293,Cogswell ,Mountain View ,-2.530434466,,,
3294,La Primaria ,Mountain View ,-0.746041556,,,
3296,Maxson ,Mountain View ,-1.019168189,,,
3297,Miramonte ,Mountain View ,-2.274663404,,,
3298,Monte Vista ,Mountain View ,-2.449678623,Monte Vista ,Mountain View ,-1.938663557
3299,Parkview ,Mountain View ,-1.968500504,,,
3300,Willard F. Payne ,Mountain View ,-1.855291242,,,
3301,Twin Lakes ,Mountain View ,0.446110224,Twin Lakes ,Mountain View ,0.151308523
6112,Mountain View ,Mountain View ,-1.428353381,Mountain View ,Mountain View ,-0.465817206
6114,Creek View ,Mountain View ,-0.231536023,Creek View ,Mountain View ,-0.599822797
6115,Ranch View ,Mountain View ,-1.068305063,Ranch View ,Mountain View ,0.120576674
8033,Benjamin Bubb ,Mountain View Whisman,1.461326626,Benjamin Bubb ,Mountain View Whisman,5.122443322
8034,Edith Landels ,Mountain View Whisman,2.1821112,Edith Landels ,Mountain View Whisman,3.239668203
8035,Frank L. Huff ,Mountain View Whisman,-0.890589742,Frank L. Huff ,Mountain View Whisman,0.458313274
8037,Mariano Castro ,Mountain View Whisman,2.806230612,Mariano Castro ,Mountain View Whisman,7.080640358
8038,Stevenson ,Mountain View Whisman,1.103381236,,,
8040,Monta Loma ,Mountain View Whisman,0.378733747,Monta Loma ,Mountain View Whisman,1.500713202
8041,Theuerkauf ,Mountain View Whisman,-1.582146098,Theuerkauf ,Mountain View Whisman,0.112701017
555,Delta View ,Mt. Diablo Unified,2.134977155,Delta View ,Mt. Diablo Unified,0.137514021
561,Ayers ,Mt. Diablo Unified,2.914184287,Ayers ,Mt. Diablo Unified,2.791778045
562,Bancroft ,Mt. Diablo Unified,2.542918827,Bancroft ,Mt. Diablo Unified,2.903809652
566,El Monte ,Mt. Diablo Unified,1.085230909,El Monte ,Mt. Diablo Unified,0.15289197
567,Fair Oaks ,Mt. Diablo Unified,0.343819767,Fair Oaks ,Mt. Diablo Unified,-1.113643352
569,Hidden Valley ,Mt. Diablo Unified,1.652502297,Hidden Valley ,Mt. Diablo Unified,1.128665787
570,Highlands ,Mt. Diablo Unified,-0.822064512,Highlands ,Mt. Diablo Unified,0.808363566
572,Monte Gardens ,Mt. Diablo Unified,-1.929851775,Monte Gardens ,Mt. Diablo Unified,1.048522645
573,Mountain View ,Mt. Diablo Unified,0.453874592,Mountain View ,Mt. Diablo Unified,-0.893170166
574,Mt. Diablo ,Mt. Diablo Unified,-0.1937588,Mt. Diablo ,Mt. Diablo Unified,1.149786223
578,Pleasant Hill ,Mt. Diablo Unified,1.401814398,Pleasant Hill ,Mt. Diablo Unified,4.087056838
579,Sequoia ,Mt. Diablo Unified,-1.41736715,Sequoia ,Mt. Diablo Unified,0.096975051
582,Silverwood ,Mt. Diablo Unified,-0.070588092,Silverwood ,Mt. Diablo Unified,1.764547592
583,Strandwood ,Mt. Diablo Unified,0.989313264,Strandwood ,Mt. Diablo Unified,2.071404262
584,Sun Terrace ,Mt. Diablo Unified,-0.229755991,Sun Terrace ,Mt. Diablo Unified,-0.762161929
585,Valhalla ,Mt. Diablo Unified,0.198753055,Valhalla ,Mt. Diablo Unified,3.475707838
586,Valle Verde ,Mt. Diablo Unified,-0.729650014,,,
588,Walnut Acres ,Mt. Diablo Unified,-0.357040191,Walnut Acres ,Mt. Diablo Unified,-0.162797055
589,Westwood ,Mt. Diablo Unified,-1.366894139,Westwood ,Mt. Diablo Unified,-1.280627177
590,Woodside ,Mt. Diablo Unified,-0.657184744,Woodside ,Mt. Diablo Unified,-0.519649994
591,Wren Avenue ,Mt. Diablo Unified,0.255749712,Wren Avenue ,Mt. Diablo Unified,-0.698922187
592,Ygnacio Valley ,Mt. Diablo Unified,-0.068891655,Ygnacio Valley ,Mt. Diablo Unified,1.668745604
593,Rio Vista ,Mt. Diablo Unified,0.257419644,,,
596,Gregory Gardens ,Mt. Diablo Unified,-0.369181789,Gregory Gardens ,Mt. Diablo Unified,-0.589999035
8047,Ida Jew Academies,Mt. Pleasant ,-0.170687054,Ida Jew Academies,Mt. Pleasant ,-3.35199002
8048,Mt. Pleasant ,Mt. Pleasant ,0.538038964,,,
8049,Robert Sanders ,Mt. Pleasant ,-1.601663253,Robert Sanders ,Mt. Pleasant ,0.870071894
8050,Valle Vista ,Mt. Pleasant ,-0.463287793,Valle Vista ,Mt. Pleasant ,-6.00E-05
8383,Mt. Shasta ,Mt. Shasta Union ,2.439749839,,,
1301,Mulberry ,Mulberry ,-3.43868953,Mulberry ,Mulberry ,-1.187270987
9223,Mupu ,Mupu ,0.105627322,Mupu ,Mupu ,0.297066763
1519,Irving L. Branch ,Muroc Joint Unified,0.304970249,Irving L. Branch ,Muroc Joint Unified,-2.681370497
1520,West Boron ,Muroc Joint Unified,3.164923758,West Boron ,Muroc Joint Unified,-0.923468016
5479,Monte Vista ,Murrieta Valley Unified,0.013139554,Monte Vista ,Murrieta Valley Unified,-0.722402246
5481,Antelope Hills ,Murrieta Valley Unified,-2.92267223,Antelope Hills ,Murrieta Valley Unified,-1.138611073
5482,Lisa J. Mails ,Murrieta Valley Unified,-2.113300842,Lisa J. Mails ,Murrieta Valley Unified,0.434634175
5486,Murrieta ,Murrieta Valley Unified,-1.177741764,Murrieta ,Murrieta Valley Unified,-0.335450927
5487,Avaxat ,Murrieta Valley Unified,-1.784958164,Avaxat ,Murrieta Valley Unified,-2.832412687
5488,Alta Murrieta ,Murrieta Valley Unified,0.295069439,Alta Murrieta ,Murrieta Valley Unified,0.089352876
5489,E. Hale Curran ,Murrieta Valley Unified,-2.169416676,E. Hale Curran ,Murrieta Valley Unified,0.134336796
5490,Rail Ranch ,Murrieta Valley Unified,-1.523352532,Rail Ranch ,Murrieta Valley Unified,0.166554572
5493,Tovashal ,Murrieta Valley Unified,-1.285173124,Tovashal ,Murrieta Valley Unified,0.268258584
5494,Cole Canyon ,Murrieta Valley Unified,-3.050686915,Cole Canyon ,Murrieta Valley Unified,-0.948378845
5495,Daniel N. Buchanan ,Murrieta Valley Unified,0.107485449,Daniel N. Buchanan ,Murrieta Valley Unified,-0.909040009
4262,Canyon Oaks ,Napa Valley Unified,1.531278208,Canyon Oaks ,Napa Valley Unified,0.356139158
4267,Alta Heights ,Napa Valley Unified,1.994911225,Alta Heights ,Napa Valley Unified,-0.759383465
4268,Bel Aire Park ,Napa Valley Unified,0.377400475,Bel Aire Park ,Napa Valley Unified,0.921589183
4269,Browns Valley ,Napa Valley Unified,5.800327339,Browns Valley ,Napa Valley Unified,7.087557134
4270,Donaldson Way ,Napa Valley Unified,0.129967036,Donaldson Way ,Napa Valley Unified,1.363989184
4271,El Centro ,Napa Valley Unified,1.529812707,El Centro ,Napa Valley Unified,1.190311148
4272,McPherson ,Napa Valley Unified,-3.267316664,McPherson ,Napa Valley Unified,-1.985272537
4273,Mt. George International,Napa Valley Unified,1.514410166,Mt. George International,Napa Valley Unified,-0.72368125
4274,Napa Junction ,Napa Valley Unified,-0.605435772,Napa Junction ,Napa Valley Unified,-2.099213481
4275,Northwood ,Napa Valley Unified,2.046835692,Northwood ,Napa Valley Unified,0.756998931
4276,Phillips Charter,Napa Valley Unified,1.026176485,Phillips ,Napa Valley Unified,-0.431620139
4277,Pueblo Vista ,Napa Valley Unified,0.312508233,Pueblo Vista ,Napa Valley Unified,-2.552125242
4278,Salvador ,Napa Valley Unified,0.28601873,Salvador ,Napa Valley Unified,-0.91824684
4279,Shearer Charter,Napa Valley Unified,0.02911174,Shearer ,Napa Valley Unified,0.624619555
4280,Snow ,Napa Valley Unified,-0.992144674,Snow ,Napa Valley Unified,1.285271059
4281,Vichy ,Napa Valley Unified,0.553115832,Vichy ,Napa Valley Unified,1.566885615
4282,West Park ,Napa Valley Unified,-0.013377423,West Park ,Napa Valley Unified,-0.186945346
4283,Napa Valley Language Academy,Napa Valley Unified,2.888764869,Napa Valley Language Academy,Napa Valley Unified,4.795900647
4284,Yountville ,Napa Valley Unified,1.699164732,Yountville ,Napa Valley Unified,0.183635829
5806,Witter Ranch ,Natomas Unified,0.833298523,Witter Ranch ,Natomas Unified,-1.257590695
5807,Westlake Charter,Natomas Unified,0.639810675,Westlake Charter,Natomas Unified,1.30007634
5808,Heron,Natomas Unified,0.987907138,Heron,Natomas Unified,1.079537936
5810,H. Allen Hight ,Natomas Unified,-0.198684965,H. Allen Hight ,Natomas Unified,-1.338500518
5816,American Lakes ,Natomas Unified,-1.826461867,American Lakes ,Natomas Unified,-3.193563086
5817,Jefferson ,Natomas Unified,-0.594532072,Jefferson ,Natomas Unified,-2.92661991
5818,Bannon Creek ,Natomas Unified,2.529854213,Bannon Creek ,Natomas Unified,-2.838762225
5820,Natomas Park ,Natomas Unified,1.02150986,Natomas Park ,Natomas Unified,-0.547110809
5821,Two Rivers ,Natomas Unified,-0.469146155,Two Rivers ,Natomas Unified,0.220116853
6119,Vista Colorado ,Needles Unified,1.946429826,Vista Colorado ,Needles Unified,1.526189479
4316,Deer Creek ,Nevada City ,1.453223979,Deer Creek ,Nevada City ,2.17002467
4299,Yuba River Charter,Nevada County Office of Educat,-2.531839076,,,
4300,Nevada City School of the Arts,Nevada County Office of Educat,0.159032465,Nevada City School of the Arts,Nevada County Office of Education,-4.998465396
4301,Sierra Montessori Academy,Nevada County Office of Educat,-0.213240263,,,
4303,Twin Ridges Home Study Charter,Nevada County Office of Educat,-0.632867023,Twin Ridges Home Study Charter,Nevada County Office of Education,-1.066994516
171,Alvarado ,New Haven Unified,-0.455807508,Alvarado ,New Haven Unified,-1.157501439
172,Hillview Crest ,New Haven Unified,-0.386126133,Hillview Crest ,New Haven Unified,0.75798094
173,Searles ,New Haven Unified,-0.286929658,Searles ,New Haven Unified,-1.41040644
176,Pioneer ,New Haven Unified,0.836712751,Pioneer ,New Haven Unified,0.99556584
177,Tom Kitayama ,New Haven Unified,0.928526654,Tom Kitayama ,New Haven Unified,3.163233512
178,Guy Jr. Emanuele ,New Haven Unified,3.0500968,Guy Jr. Emanuele ,New Haven Unified,-1.350678474
179,Delaine Eastin ,New Haven Unified,0.27552542,Delaine Eastin ,New Haven Unified,1.267536514
7345,New Jerusalem,New Jerusalem ,-0.637729787,New Jerusalem,New Jerusalem ,-1.613724758
7346,Great Valley Academy - Manteca,New Jerusalem ,-0.886173131,Great Valley Academy - Manteca,New Jerusalem ,-1.967390233
159,August Schilling ,Newark Unified,-1.965615016,August Schilling ,Newark Unified,-1.79442804
160,E. L. Musick ,Newark Unified,-0.404180448,E. L. Musick ,Newark Unified,-0.963301711
161,H. A. Snow ,Newark Unified,0.032136338,H. A. Snow ,Newark Unified,0.158193673
162,James A. Graham ,Newark Unified,0.368621353,James A. Graham ,Newark Unified,-0.562746515
163,James L. Bunker ,Newark Unified,0.823878472,James L. Bunker ,Newark Unified,2.312087727
164,John F. Kennedy ,Newark Unified,0.631110633,John F. Kennedy ,Newark Unified,-0.297594988
165,Lincoln ,Newark Unified,-0.116939416,Lincoln ,Newark Unified,-0.127536407
166,Louis Milani ,Newark Unified,2.042775117,Louis Milani ,Newark Unified,0.161271338
4961,Newcastle Charter,Newcastle ,0.429090518,,,
4962,Newcastle ,Newcastle ,-0.763927368,Newcastle ,Newcastle ,0.780733052
3304,Pico Canyon ,Newhall,-2.881214549,Pico Canyon ,Newhall,0.151401523
3305,Dr. J. Michael McGrath ,Newhall,-3.316919427,Dr. J. Michael McGrath ,Newhall,0.523559356
3306,Oak Hills ,Newhall,0.462135387,Oak Hills ,Newhall,-1.22741259
3307,Newhall ,Newhall,1.231618485,Newhall ,Newhall,1.040337253
3308,Peachland Avenue ,Newhall,3.222223381,Peachland Avenue ,Newhall,4.428436187
3309,Wiley Canyon ,Newhall,-1.640107032,Wiley Canyon ,Newhall,-1.220545686
3310,Old Orchard ,Newhall,3.040894379,Old Orchard ,Newhall,3.475060095
3311,Meadows ,Newhall,1.073275705,Meadows ,Newhall,2.954051301
3312,Valencia Valley ,Newhall,0.180168088,Valencia Valley ,Newhall,-0.301475551
3313,Stevenson Ranch ,Newhall,-4.56828689,Stevenson Ranch ,Newhall,-0.427258265
8805,Hunt ,Newman-Crows Landing Unified,1.069887915,Hunt ,Newman-Crows Landing Unified,-1.373477255
8806,Hurd Barrington ,Newman-Crows Landing Unified,1.575422529,Hurd Barrington ,Newman-Crows Landing Unified,-1.589010643
8808,Bonita ,Newman-Crows Landing Unified,0.088706896,Bonita ,Newman-Crows Landing Unified,-0.228982382
8809,Von Renner ,Newman-Crows Landing Unified,-1.368066764,Von Renner ,Newman-Crows Landing Unified,-1.348658583
4627,Abraham Lincoln ,Newport-Mesa Unified,0.600938257,Abraham Lincoln ,Newport-Mesa Unified,-0.832773431
4628,Adams ,Newport-Mesa Unified,0.407237642,Adams ,Newport-Mesa Unified,1.219953059
4629,California ,Newport-Mesa Unified,1.588729655,California ,Newport-Mesa Unified,1.754818872
4631,College Park ,Newport-Mesa Unified,0.521530866,College Park ,Newport-Mesa Unified,0.04115268
4633,Harbor View ,Newport-Mesa Unified,-1.92245646,,,
4634,Heinz Kaiser ,Newport-Mesa Unified,0.04245639,Heinz Kaiser ,Newport-Mesa Unified,3.693302521
4636,Killybrooke ,Newport-Mesa Unified,-0.712425843,Killybrooke ,Newport-Mesa Unified,0.907459118
4637,Mariners ,Newport-Mesa Unified,-0.34684996,Mariners ,Newport-Mesa Unified,1.680474035
4638,Maude B. Davis ,Newport-Mesa Unified,-1.53570946,Maude B. Davis ,Newport-Mesa Unified,0.254259424
4639,Newport ,Newport-Mesa Unified,0.957272386,Newport ,Newport-Mesa Unified,1.16961366
4640,Newport Heights ,Newport-Mesa Unified,1.113933189,Newport Heights ,Newport-Mesa Unified,1.846803635
4641,Paularino ,Newport-Mesa Unified,-0.688684402,Paularino ,Newport-Mesa Unified,-0.313313651
4643,Sonora ,Newport-Mesa Unified,3.120331654,Sonora ,Newport-Mesa Unified,2.646747826
4644,Victoria ,Newport-Mesa Unified,0.240909998,Victoria ,Newport-Mesa Unified,-0.955703987
4647,Eastbluff ,Newport-Mesa Unified,-0.667060152,Eastbluff ,Newport-Mesa Unified,-1.376655158
4648,Woodland ,Newport-Mesa Unified,0.181824079,,,
4649,Newport Coast ,Newport-Mesa Unified,-1.316599305,,,
1522,Veterans ,Norris ,2.052161151,Veterans ,Norris ,2.368260594
1523,Norris ,Norris ,-0.426927551,Norris ,Norris ,0.712311828
1525,Olive Drive ,Norris ,-0.353802775,Olive Drive ,Norris ,-0.440140533
1526,William B. Bimat ,Norris ,-0.119130978,William B. Bimat ,Norris ,0.134617495
5885,Spring Grove ,North County Joint Union Eleme,-2.089216091,Spring Grove ,North County Joint Union ,-1.306994851
8316,North Cow Creek ,North Cow Creek ,-0.596582046,North Cow Creek ,North Cow Creek ,-1.378416414
4235,Castroville ,North Monterey County Unified,1.179528784,Castroville ,North Monterey County Unified,-0.704563855
4236,Echo Valley ,North Monterey County Unified,-0.566334421,Echo Valley ,North Monterey County Unified,-1.398044918
4237,Elkhorn ,North Monterey County Unified,0.122281587,Elkhorn ,North Monterey County Unified,-1.840527967
4239,Prunedale ,North Monterey County Unified,2.71199957,Prunedale ,North Monterey County Unified,2.405717715
3318,Anna M. Glazier ,Norwalk-La Mirada Unified,-1.839799019,Anna M. Glazier ,Norwalk-La Mirada Unified,-0.578308844
3320,Cesar Chavez ,Norwalk-La Mirada Unified,-0.559291702,Cesar Chavez ,Norwalk-La Mirada Unified,-3.067667937
3322,D. D. Johnston ,Norwalk-La Mirada Unified,-2.459316778,D. D. Johnston ,Norwalk-La Mirada Unified,0.311642362
3323,Eastwood ,Norwalk-La Mirada Unified,0.146821826,Eastwood ,Norwalk-La Mirada Unified,-0.283643441
3324,Loretta Lampton ,Norwalk-La Mirada Unified,-1.378482428,Loretta Lampton ,Norwalk-La Mirada Unified,-1.677334077
3325,Escalona ,Norwalk-La Mirada Unified,-2.68124335,Escalona ,Norwalk-La Mirada Unified,0.076481288
3326,Foster Road ,Norwalk-La Mirada Unified,-1.55253797,Foster Road ,Norwalk-La Mirada Unified,-0.387448189
3327,Gardenhill ,Norwalk-La Mirada Unified,-1.449538394,Gardenhill ,Norwalk-La Mirada Unified,-0.431915469
3329,John Dolland ,Norwalk-La Mirada Unified,-1.388116621,John Dolland ,Norwalk-La Mirada Unified,-3.919358854
3330,John Foster Dulles ,Norwalk-La Mirada Unified,-1.397853362,John Foster Dulles ,Norwalk-La Mirada Unified,-0.925033504
3331,John H. Nuffer ,Norwalk-La Mirada Unified,-1.072697092,,,
3332,Julia B. Morrison ,Norwalk-La Mirada Unified,-2.492215644,Julia B. Morrison ,Norwalk-La Mirada Unified,-1.582196997
3333,La Pluma ,Norwalk-La Mirada Unified,-0.768255956,La Pluma ,Norwalk-La Mirada Unified,-0.316585816
3336,New River ,Norwalk-La Mirada Unified,-1.87967369,New River ,Norwalk-La Mirada Unified,-2.080395964
3339,Thomas B. Moffitt ,Norwalk-La Mirada Unified,-1.20471943,Thomas B. Moffitt ,Norwalk-La Mirada Unified,-1.496501189
3888,Hamilton Meadow Park,Novato Unified,2.438249464,Hamilton Meadow Park,Novato Unified,3.179352313
3889,Loma Verde ,Novato Unified,0.707714105,Loma Verde ,Novato Unified,2.575327544
3890,Lu Sutton ,Novato Unified,3.094801861,Lu Sutton ,Novato Unified,3.064627137
3891,Lynwood ,Novato Unified,3.28610121,Lynwood ,Novato Unified,5.557746019
3892,Olive ,Novato Unified,1.795956705,Olive ,Novato Unified,2.294791582
3893,Pleasant Valley ,Novato Unified,-0.043872092,Pleasant Valley ,Novato Unified,1.303074941
3894,Rancho ,Novato Unified,-0.28711914,Rancho ,Novato Unified,0.056522133
3895,San Ramon ,Novato Unified,3.893589631,San Ramon ,Novato Unified,6.644568252
5284,Mercury Online Academy of Southern Calif,Nuview Union,1.101432866,,,
5287,Nuview ,Nuview Union,0.711126492,Nuview ,Nuview Union,-0.025833118
5289,Valley View ,Nuview Union,-1.571855092,Valley View ,Nuview Union,-0.407346818
8052,Anderson (Alex) ,Oak Grove ,-0.810729169,Anderson (Alex) ,Oak Grove ,0.232325712
8054,Christopher ,Oak Grove ,-1.054739703,Christopher ,Oak Grove ,-0.233656272
8055,Frost (Earl) ,Oak Grove ,0.698767676,Frost (Earl) ,Oak Grove ,0.613085494
8056,Edenvale ,Oak Grove ,-0.180029489,,,
8057,Miner (George) ,Oak Grove ,-1.158805703,Miner (George) ,Oak Grove ,-0.175767523
8058,Glider ,Oak Grove ,1.653140871,Glider ,Oak Grove ,1.983194573
8059,Stipe (Samuel) ,Oak Grove ,1.729801766,Stipe (Samuel) ,Oak Grove ,2.901143251
8060,Santa Teresa ,Oak Grove ,-0.885012612,Santa Teresa ,Oak Grove ,2.429654097
8062,Sakamoto ,Oak Grove ,-1.186468462,Sakamoto ,Oak Grove ,0.271463291
8063,Del Roble ,Oak Grove ,-0.119006164,Del Roble ,Oak Grove ,0.877955953
8065,Oak Ridge ,Oak Grove ,0.666423972,Oak Ridge ,Oak Grove ,0.493643067
8066,Parkview ,Oak Grove ,0.240402545,Parkview ,Oak Grove ,0.046901342
8067,Baldwin (Julia) ,Oak Grove ,-0.050971216,Baldwin (Julia) ,Oak Grove ,0.6788821
8068,Taylor (Bertha) ,Oak Grove ,1.833574644,Taylor (Bertha) ,Oak Grove ,3.761248613
8069,Hayes ,Oak Grove ,0.245590743,Hayes ,Oak Grove ,-0.670684658
8070,Ledesma (Rita) ,Oak Grove ,2.984062812,Ledesma (Rita) ,Oak Grove ,1.45415517
8590,Oak Grove /Willowside Middle,Oak Grove Union ,-3.459473703,Oak Grove /Willowside Middle,Oak Grove Union ,1.778831476
9383,Brookside ,Oak Park Unified,-1.878146141,,,
9385,Oak Hills ,Oak Park Unified,0.055884674,,,
9386,Red Oak ,Oak Park Unified,-1.193020559,Red Oak ,Oak Park Unified,-0.323172453
9019,Oak Valley ,Oak Valley Union ,-1.092800852,Oak Valley ,Oak Valley Union ,-0.207245119
7351,Oak View ,Oak View Union ,-1.022629946,Oak View ,Oak View Union ,0.28594268
8823,Sierra View ,Oakdale Joint Unified,-0.740170842,Sierra View ,Oakdale Joint Unified,-0.711538721
8825,Cloverland ,Oakdale Joint Unified,-1.185845414,Cloverland ,Oakdale Joint Unified,-2.518569283
8826,Fair Oaks ,Oakdale Joint Unified,1.612867063,Fair Oaks ,Oakdale Joint Unified,2.163484029
8828,Magnolia ,Oakdale Joint Unified,0.908824509,Magnolia ,Oakdale Joint Unified,1.865522766
187,Aspire Millsmont Academy,Oakland Unified,-3.23077118,,,
189,Aspire Berkley Maynard Academy,Oakland Unified,-4.449133063,Aspire Berkley Maynard Academy,Oakland Unified,-1.785442234
194,Sankofa Academy,Oakland Unified,-1.627138569,,,
205,Conservatory of Vocal/Instrumental Arts,Oakland Unified,-0.497064332,Conservatory of Vocal/Instrumental Arts,Oakland Unified,-7.283494045
226,Lighthouse Community Charter,Oakland Unified,-1.716909194,Lighthouse Community Charter,Oakland Unified,-0.477258226
233,Chabot ,Oakland Unified,1.913137597,Chabot ,Oakland Unified,-0.599916562
235,Brookfield ,Oakland Unified,-2.251510939,Brookfield ,Oakland Unified,-1.581414972
236,Burckhalter ,Oakland Unified,-1.837218443,,,
237,Carl B. Munck ,Oakland Unified,-0.448904264,Carl B. Munck ,Oakland Unified,0.353224203
239,Cleveland ,Oakland Unified,-2.445073592,Cleveland ,Oakland Unified,-2.069915058
241,Emerson ,Oakland Unified,-1.636767002,,,
245,Glenview ,Oakland Unified,0.745976462,Glenview ,Oakland Unified,0.413440389
246,Grass Valley ,Oakland Unified,-2.863772639,Grass Valley ,Oakland Unified,-2.64507454
247,Kaiser ,Oakland Unified,0.137685172,Kaiser ,Oakland Unified,1.266016854
250,Joaquin Miller ,Oakland Unified,0.427458511,Joaquin Miller ,Oakland Unified,0.949738387
252,Laurel ,Oakland Unified,-0.032910328,Laurel ,Oakland Unified,0.069356583
253,Lincoln ,Oakland Unified,-5.346121543,Lincoln ,Oakland Unified,-0.897212972
259,Peralta ,Oakland Unified,-0.00889784,Peralta ,Oakland Unified,1.976080648
260,Piedmont Avenue ,Oakland Unified,-3.093050316,Piedmont Avenue ,Oakland Unified,-1.006551418
262,Redwood Heights ,Oakland Unified,0.339913174,Redwood Heights ,Oakland Unified,1.119625435
263,Sequoia ,Oakland Unified,0.025828613,Sequoia ,Oakland Unified,2.472061084
278,La Escuelita ,Oakland Unified,-0.367741243,,,
284,North Oakland Community Charter,Oakland Unified,1.695485801,North Oakland Community Charter,Oakland Unified,1.774571652
285,ASCEND,Oakland Unified,-1.876003505,,,
599,Iron House ,Oakley Union ,1.636752215,Iron House ,Oakley Union ,-0.208650108
600,Oakley ,Oakley Union ,-0.698714803,Oakley ,Oakley Union ,-2.438519116
601,Gehringer ,Oakley Union ,1.648157374,Gehringer ,Oakley Union ,-1.002884512
603,Laurel ,Oakley Union ,-0.403510387,Laurel ,Oakley Union ,0.245582464
604,Vintage Parkway ,Oakley Union ,-1.990482562,Vintage Parkway ,Oakley Union ,-1.254841175
4651,Circle View ,Ocean View,-0.416164274,Circle View ,Ocean View,0.537156691
4652,College View ,Ocean View,-0.297473255,College View ,Ocean View,3.052910837
4653,Harbour View ,Ocean View,1.63047959,Harbour View ,Ocean View,2.447004622
4654,Hope View ,Ocean View,-0.454414956,Hope View ,Ocean View,0.923264984
4655,Lake View ,Ocean View,-1.816900401,Lake View ,Ocean View,-0.964287124
4659,Star View ,Ocean View,-3.405090695,Star View ,Ocean View,-2.172200067
4660,Sun View ,Ocean View,-1.08150924,Sun View ,Ocean View,-0.214319032
4661,Village View ,Ocean View,-1.420270824,Village View ,Ocean View,1.198637127
4662,Westmont ,Ocean View,-2.831104028,Westmont ,Ocean View,-0.527525753
4665,Golden View ,Ocean View,-0.166455174,Golden View ,Ocean View,0.067168137
7056,Coastal Academy,Oceanside Unified,-2.423566086,Coastal Academy,Oceanside Unified,-1.947474355
7057,Louise Foussat ,Oceanside Unified,-0.100715434,Louise Foussat ,Oceanside Unified,0.435066932
7067,North Terrace ,Oceanside Unified,-1.694079527,North Terrace ,Oceanside Unified,-3.581334122
7068,Palmquist ,Oceanside Unified,1.263953462,Palmquist ,Oceanside Unified,2.467676624
7069,San Luis Rey ,Oceanside Unified,0.517811706,San Luis Rey ,Oceanside Unified,-0.275419091
7070,Santa Margarita ,Oceanside Unified,-0.326516663,Santa Margarita ,Oceanside Unified,-3.127876554
7071,South Oceanside ,Oceanside Unified,2.728034162,South Oceanside ,Oceanside Unified,4.136295448
7072,E. G. Garrison ,Oceanside Unified,-2.541297906,E. G. Garrison ,Oceanside Unified,-1.105662206
7073,Del Rio ,Oceanside Unified,-0.152416315,,,
7074,Reynolds ,Oceanside Unified,0.015134419,Reynolds ,Oceanside Unified,-0.607130625
7075,Christa McAuliffe ,Oceanside Unified,1.983470808,Christa McAuliffe ,Oceanside Unified,1.64630252
7076,Ivey Ranch ,Oceanside Unified,-1.353208805,Ivey Ranch ,Oceanside Unified,1.262172158
7078,Stuart Mesa ,Oceanside Unified,-3.513530909,Stuart Mesa ,Oceanside Unified,-4.250318985
7079,Nichols ,Oceanside Unified,1.544757113,Nichols ,Oceanside Unified,1.256767332
9232,Meiners Oaks ,Ojai Unified,0.678866474,Meiners Oaks ,Ojai Unified,0.228277835
9233,Mira Monte ,Ojai Unified,-1.283990342,Mira Monte ,Ojai Unified,-0.104590254
9234,San Antonio ,Ojai Unified,1.398976614,San Antonio ,Ojai Unified,-0.861152916
9236,Topa Topa ,Ojai Unified,2.639768756,Topa Topa ,Ojai Unified,1.495617572
8592,La Tercera ,Old Adobe Union,1.851777426,La Tercera ,Old Adobe Union,0.254435002
8593,Old Adobe  Charter,Old Adobe Union,0.017742176,Old Adobe  Charter,Old Adobe Union,0.437305156
8594,Miwok Valley Language Academy Charter,Old Adobe Union,0.124260601,Miwok Valley Language Academy Charter,Old Adobe Union,0.25389598
8595,Sonoma Mountain ,Old Adobe Union,-0.573439642,Sonoma Mountain ,Old Adobe Union,-0.723717619
6122,Vista Grande ,Ontario-Montclair,-0.607407235,Vista Grande ,Ontario-Montclair,-2.874720289
6124,Arroyo ,Ontario-Montclair,-1.150572145,,,
